------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
NREL 5.0 MW offshore baseline aerodynamic blade input properties; note that we need to add the aerodynamic center to this file
======  Blade Properties =================================================================
         300   NumBlNds           - Number of blade nodes used in the analysis (-)
  BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
25.09360468    -0.07444199062    -0.506219904    0    8.25619048    4.094522545    5
25.29928997    -0.07373483947    -0.5047360466    0    8.19515379    4.082030926    5
25.50497525    -0.07302768833    -0.5032521891    0    8.1341171    4.069539308    5
25.71066054    -0.07232053719    -0.5017683317    0    8.07308041    4.057047689    6
25.91634582    -0.07161338605    -0.5002844742    0    8.01204372    4.044556071    6
26.1220311    -0.07090623491    -0.4988006167    0    7.95100703    4.032064452    6
26.32771639    -0.07019908377    -0.4973167593    0    7.88997034    4.019572834    6
26.53340167    -0.06949193263    -0.4958329018    0    7.82893365    4.007081216    6
26.73908696    -0.06878478149    -0.4943490444    0    7.76789696    3.994589597    6
26.94477224    -0.06807763035    -0.4928651869    0    7.70686027    3.982097979    6
27.15045753    -0.0673704792    -0.4913813295    0    7.64582358    3.96960636    6
27.35614281    -0.06666332806    -0.489897472    0    7.58478689    3.957114742    6
27.56182809    -0.06595617692    -0.4884136146    0    7.5237502    3.944623123    6
27.76751338    -0.06524902578    -0.4869297571    0    7.46271351    3.932131505    6
27.97319866    -0.06454187464    -0.4854458997    0    7.40167682    3.919639886    6
28.17888395    -0.0638347235    -0.4839620422    0    7.34064013    3.907148268    6
28.38456923    -0.06312757236    -0.4824781848    0    7.27960344    3.894656649    6
28.59025452    -0.06242042122    -0.4809943273    0    7.21856675    3.882165031    6
28.7959398    -0.06171327008    -0.4795104699    0    7.15753006    3.869673412    6
29.00162508    -0.06100611893    -0.4780266124    0    7.096493369    3.857181794    6
29.20731037    -0.06029896779    -0.4765427549    0    7.035456679    3.844690175    6
29.41299565    -0.05959181665    -0.4750588975    0    6.974419989    3.832198557    6
29.61868094    -0.05888466551    -0.47357504    0    6.913383299    3.819706938    6
29.82436622    -0.05817751437    -0.4720911826    0    6.852346609    3.80721532    6
30.03005151    -0.05747036323    -0.4706073251    0    6.791309919    3.794723701    6
30.23573679    -0.05676321209    -0.4691234677    0    6.730273229    3.782232083    6
30.44142207    -0.05605606095    -0.4676396102    0    6.669236539    3.769740464    6
30.64710736    -0.05534890981    -0.4661557528    0    6.608199849    3.757248846    6
30.85279264    -0.05464175866    -0.4646718953    0    6.547163159    3.744757227    6
31.05847793    -0.05393460752    -0.4631880379    0    6.486126469    3.732265609    6
31.26416321    -0.05322745638    -0.4617041804    0    6.425089779    3.71977399    6
31.46984849    -0.05252030524    -0.460220323    0    6.364053089    3.707282372    6
31.67553378    -0.0518131541    -0.4587364655    0    6.303016399    3.694790753    6
31.88121906    -0.05110600296    -0.4572526081    0    6.241979709    3.682299135    7
32.08690435    -0.05039885182    -0.4557687506    0    6.180943019    3.669807516    7
32.29258963    -0.04969170068    -0.4542848931    0    6.119906329    3.657315898    7
32.49827492    -0.04898454953    -0.4528010357    0    6.058869639    3.644824279    7
32.7039602    -0.04827739839    -0.4513171782    0    5.997832949    3.632332661    7
32.90964548    -0.04757024725    -0.4498333208    0    5.936796259    3.619841042    7
33.11533077    -0.04686309611    -0.4483494633    0    5.875759568    3.607349424    7
33.32101605    -0.04615594497    -0.4468656059    0    5.814722878    3.594857806    7
33.52670134    -0.04544879383    -0.4453817484    0    5.753686188    3.582366187    7
33.73238662    -0.04474164269    -0.443897891    0    5.692649498    3.569874569    7
33.93807191    -0.04403449155    -0.4424140335    0    5.631612808    3.55738295    7
34.14375719    -0.04332734041    -0.4409301761    0    5.570576118    3.544891332    7
34.34944247    -0.04262018926    -0.4394463186    0    5.509539428    3.532399713    7
34.55512776    -0.04191303812    -0.4379624612    0    5.448502738    3.519908095    7
34.76081304    -0.04120588698    -0.4364786037    0    5.387466048    3.507416476    7
34.96649833    -0.04060960283    -0.4349807077    0    5.329232895    3.4950101    7
35.17218361    -0.04009819449    -0.4334720644    0    5.27314603    3.482668983    7
35.3778689    -0.03958678615    -0.431963421    0    5.217059164    3.470327866    7
35.58355418    -0.03907537781    -0.4304547776    0    5.160972299    3.457986749    7
35.78923946    -0.03856396947    -0.4289461343    0    5.104885434    3.445645632    7
35.99492475    -0.03805256113    -0.4274374909    0    5.048798568    3.433304515    7
36.20061003    -0.03754115279    -0.4259288475    0    4.992711703    3.420963398    7
36.40629532    -0.03702974445    -0.4244202042    0    4.936624838    3.408622281    7
36.6119806    -0.03651833611    -0.4229115608    0    4.880537972    3.396281164    7
36.81766589    -0.03600692777    -0.4214029174    0    4.824451107    3.383940047    7
37.02335117    -0.03549551943    -0.4198942741    0    4.768364242    3.37159893    7
37.22903645    -0.03498411109    -0.4183856307    0    4.712277376    3.359257813    7
37.43472174    -0.03447270275    -0.4168769873    0    4.656190511    3.346916696    7
37.64040702    -0.03396129441    -0.415368344    0    4.600103646    3.334575579    7
37.84609231    -0.03344988606    -0.4138597006    0    4.54401678    3.322234462    7
38.05177759    -0.03293847772    -0.4123510572    0    4.487929915    3.309893344    7
38.25746288    -0.03242706938    -0.4108424139    0    4.43184305    3.297552227    7
38.46314816    -0.03191566104    -0.4093337705    0    4.375756185    3.28521111    7
38.66883344    -0.0314042527    -0.4078251271    0    4.319669319    3.272869993    7
38.87451873    -0.03089284436    -0.4063164838    0    4.263582454    3.260528876    7
39.08020401    -0.03038143602    -0.4048078404    0    4.207495589    3.248187759    8
39.2858893    -0.02987002768    -0.403299197    0    4.151408723    3.235846642    8
39.49157458    -0.02935861934    -0.4017905537    0    4.095321858    3.223505525    8
39.69725987    -0.028847211    -0.4002819103    0    4.039234993    3.211164408    8
39.90294515    -0.02833580266    -0.3987732669    0    3.983148127    3.198823291    8
40.10863043    -0.02782439432    -0.3972646236    0    3.927061262    3.186482174    8
40.31431572    -0.02731298598    -0.3957559802    0    3.870974397    3.174141057    8
40.520001    -0.02680157764    -0.3942473368    0    3.814887531    3.16179994    8
40.72568629    -0.0262901693    -0.3927386935    0    3.758800666    3.149458823    8
40.93137157    -0.02577876095    -0.3912300501    0    3.702713801    3.137117706    8
41.13705686    -0.02526735261    -0.3897214067    0    3.646626935    3.124776589    8
41.34274214    -0.02475594427    -0.3882127634    0    3.59054007    3.112435472    8
41.54842742    -0.02424453593    -0.38670412    0    3.534453205    3.100094355    8
41.75411271    -0.02373312759    -0.3851954766    0    3.478366339    3.087753237    8
41.95979799    -0.02322171925    -0.3836868333    0    3.422279474    3.07541212    8
42.16548328    -0.02271031091    -0.3821781899    0    3.366192609    3.063071003    8
42.37116856    -0.02219890257    -0.3806695465    0    3.310105743    3.050729886    8
42.57685385    -0.02168749423    -0.3791609032    0    3.254018878    3.038388769    8
42.78253913    -0.02117608589    -0.3776522598    0    3.197932013    3.026047652    8
42.98822441    -0.02066467755    -0.3761436164    0    3.141845147    3.013706535    8
43.1939097    -0.02031093284    -0.3746177151    0    3.096977951    3.001365443    8
43.39959498    -0.02002486781    -0.3730844054    0    3.05692698    2.989024361    8
43.60528027    -0.01973880279    -0.3715510958    0    3.016876009    2.97668328    8
43.81096555    -0.01945273776    -0.3700177862    0    2.976825038    2.964342198    8
44.01665084    -0.01916667273    -0.3684844766    0    2.936774067    2.952001116    8
44.22233612    -0.01888060771    -0.3669511669    0    2.896723097    2.939660035    8
44.4280214    -0.01859454268    -0.3654178573    0    2.856672126    2.927318953    8
44.63370669    -0.01830847765    -0.3638845477    0    2.816621155    2.914977871    8
44.83939197    -0.01802241263    -0.362351238    0    2.776570184    2.90263679    8
45.04507726    -0.0177363476    -0.3608179284    0    2.736519213    2.890295708    8
45.25076254    -0.01745028258    -0.3592846188    0    2.696468242    2.877954626    8
45.45644783    -0.01716421755    -0.3577513091    0    2.656417271    2.865613545    8
45.66213311    -0.01687815252    -0.3562179995    0    2.616366301    2.853272463    8
45.86781839    -0.0165920875    -0.3546846899    0    2.57631533    2.840931381    8
46.07350368    -0.01630602247    -0.3531513802    0    2.536264359    2.8285903    8
46.27918896    -0.01601995745    -0.3516180706    0    2.496213388    2.816249218    8
46.48487425    -0.01573389242    -0.350084761    0    2.456162417    2.803908137    8
46.69055953    -0.01544782739    -0.3485514513    0    2.416111446    2.791567055    8
46.89624482    -0.01516176237    -0.3470181417    0    2.376060476    2.779225973    8
47.1019301    -0.01487569734    -0.3454848321    0    2.336009505    2.766884892    8
47.30761538    -0.01458963232    -0.3439515224    0    2.295958534    2.75454381    8
47.51330067    -0.01430356729    -0.3424182128    0    2.255907563    2.742202728    8
47.71898595    -0.01401750226    -0.3408849032    0    2.215856592    2.729861647    8
47.92467124    -0.01373143724    -0.3393515935    0    2.175805621    2.717520565    8
48.13035652    -0.01344537221    -0.3378182839    0    2.13575465    2.705179483    8
48.33604181    -0.01315930719    -0.3362849743    0    2.09570368    2.692838402    8
48.54172709    -0.01287324216    -0.3347516646    0    2.055652709    2.68049732    8
48.74741237    -0.01258717713    -0.333218355    0    2.015601738    2.668156238    8
48.95309766    -0.01230111211    -0.3316850454    0    1.975550767    2.655815157    8
49.15878294    -0.01201504708    -0.3301517357    0    1.935499796    2.643474075    8
49.36446823    -0.01172898206    -0.3286184261    0    1.895448825    2.631132993    8
49.57015351    -0.01144291703    -0.3270851165    0    1.855397855    2.618791912    8
49.7758388    -0.011156852    -0.3255518068    0    1.815346884    2.60645083    8
49.98152408    -0.01087078698    -0.3240184972    0    1.775295913    2.594109749    8
50.18720936    -0.01058472195    -0.3224851876    0    1.735244942    2.581768667    8
50.39289465    -0.01029865693    -0.3209518779    0    1.695193971    2.569427585    8
50.59857993    -0.0100125919    -0.3194185683    0    1.655143    2.557086504    8
50.80426522    -0.009726526874    -0.3178852587    0    1.615092029    2.544745422    8
51.0099505    -0.009440461848    -0.316351949    0    1.575041059    2.53240434    8
51.21563579    -0.009154396822    -0.3148186394    0    1.534990088    2.520063259    8
51.42132107    -0.008868331796    -0.3132853298    0    1.494939117    2.507722177    8
51.62700635    -0.00858226677    -0.3117520201    0    1.454888146    2.495381095    8
51.83269164    -0.008296201744    -0.3102187105    0    1.414837175    2.483040014    8
52.03837692    -0.008010136718    -0.3086854009    0    1.374786204    2.470698932    8
52.24406221    -0.007724071692    -0.3071520912    0    1.334735233    2.45835785    8
52.44974749    -0.007438006666    -0.3056187816    0    1.294684263    2.446016769    8
52.65543278    -0.00715194164    -0.304085472    0    1.254633292    2.433675687    8
52.86111806    -0.006865876614    -0.3025521623    0    1.214582321    2.421334606    8
53.06680334    -0.006579811588    -0.3010188527    0    1.17453135    2.408993524    8
53.27248863    -0.006293746562    -0.2994855431    0    1.134480379    2.396652442    8
53.47817391    -0.006007681536    -0.2979522334    0    1.094429408    2.384311361    8
53.6838592    -0.00572161651    -0.2964189238    0    1.054378438    2.371970279    8
53.88954448    -0.005435551484    -0.2948856142    0    1.014327467    2.359629197    8
54.09522977    -0.005149486458    -0.2933523045    0    0.9742764959    2.347288116    8
54.30091505    -0.004863421432    -0.2918189949    0    0.934225525    2.334947034    8
54.50660033    -0.004577356406    -0.2902856853    0    0.8941745542    2.322605952    8
54.71228562    -0.004327829567    -0.2883469106    0    0.8579499044    2.30703595    8
54.9179709    -0.004206627224    -0.2849841164    0    0.8351635436    2.28012577    8
55.12365619    -0.004085424882    -0.2816213221    0    0.8123771829    2.25321559    8
55.32934147    -0.003964222539    -0.2782585278    0    0.7895908222    2.22630541    8
55.53502676    -0.003843020196    -0.2748957336    0    0.7668044614    2.199395229    8
55.74071204    -0.003721817854    -0.2715329393    0    0.7440181007    2.172485049    8
55.94639732    -0.003600615511    -0.2681701451    0    0.7212317399    2.145574869    8
56.15208261    -0.003479413168    -0.2648073508    0    0.6984453792    2.118664688    8
56.35776789    -0.003358210826    -0.2614445565    0    0.6756590185    2.091754508    8
56.56345318    -0.003237008483    -0.2580817623    0    0.6528726577    2.064844328    8
56.76913846    -0.003115806141    -0.254718968    0    0.630086297    2.037934147    8
56.97482375    -0.002994603798    -0.2513561737    0    0.6072999363    2.011023967    8
57.18050903    -0.002873401455    -0.2479933795    0    0.5845135755    1.984113787    8
57.38619431    -0.002752199113    -0.2446305852    0    0.5617272148    1.957203606    8
57.5918796    -0.00263099677    -0.241267791    0    0.538940854    1.930293426    8
57.79756488    -0.002509794427    -0.2379049967    0    0.5161544933    1.903383246    8
58.00325017    -0.002388592085    -0.2345422024    0    0.4933681326    1.876473065    8
58.20893545    -0.002267389742    -0.2311794082    0    0.4705817718    1.849562885    8
58.41462074    -0.002146187399    -0.2278166139    0    0.4477954111    1.822652705    8
58.62030602    -0.002024985057    -0.2244538197    0    0.4250090503    1.795742524    8
58.8259913    -0.001903782714    -0.2210910254    0    0.4022226896    1.768832344    8
59.03167659    -0.001782580372    -0.2177282311    0    0.3794363289    1.741922164    8
59.23736187    -0.001661378029    -0.2143654369    0    0.3566499681    1.715011983    8
59.44304716    -0.001540175686    -0.2110026426    0    0.3338636074    1.688101803    8
59.64873244    -0.001418973344    -0.2076398484    0    0.3110772466    1.661191623    8
59.85441773    -0.001297771001    -0.2042770541    0    0.2882908859    1.634281443    8
60.06010301    -0.001176568658    -0.2009142598    0    0.2655045252    1.607371262    8
60.26578829    -0.001055366316    -0.1975514656    0    0.2427181644    1.580461082    8
60.47147358    -0.0009341639732    -0.1941886713    0    0.2199318037    1.553550902    8
60.67715886    -0.0008129616305    -0.190825877    0    0.197145443    1.526640721    8
60.88284415    -0.0006917592879    -0.1874630828    0    0.1743590822    1.499730541    8
61.08852943    -0.0005705569453    -0.1841002885    0    0.1515727215    1.472820361    8
61.29421472    -0.0004493546026    -0.1807374943    0    0.1287863607    1.44591018    8
61.4999    -0.00032815226    -0.1773747    0    0.106    1.419    8

!bjj: because of precision in the BD-AD coupling, 61.5m didn't work, so I changed it to 61.4999m
6.1500000E+01 -3.2815226E-04 -1.7737470E-01 0.0000000E+00  1.0600000E-01  1.4190000E+00        8
